DOI,title,publication_date,total_size_kb,num_files,codebook,verified_note,bash,stata,julia,python,R,C,C++,Matlab,fortran,SAS,Java,SPSS,Mathematica,PHP,Scilab,ArcGIS,code_sum
10.7910/DVN/2E2M9Z,Does Compliance Pay? Social Standards and Firm-level Trade,2018-04-11,9577.91,14,"['dcp_panel_repl_CODEBOOK.pdf', 'Figure_2_data_CODEBOOK.pdf', 'wjpsample_CODEBOOK.pdf']",True,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7
10.7910/DVN/I1HVCJ,"Cooperative Autocracies: Leader Survival, Creditworthiness and Bilateral Investment Treaties",2018-06-29,23493.75,16,['Codebook.pdf'],True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/SSEN5A,On The Meaning of Survey Reports of Roll Call ``Votes'',2019-02-18,16158.59,27,"['02_01_CCES2014_CreateCodebook.do', '03_01a_SSI_CreateCodebook.do', '04_01_Lucid_CreateCodebook.do', 'CCES2014codebook.pdf', 'Lucidcodebook.pdf', 'SSIcodebook.pdf']",True,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,14
10.7910/DVN/OGVWDE,Predispositions and the Political Behavior of American Economic Elites: Evidence from Technology Entrepreneurs,2018-10-15,2509.66,31,"['combined_anon.dta and combinedwithstanfordugrads.dta Codebooks.pdf', 'f400_wtech.dta Codebook.pdf', 'opensecrets.dta Codebook.pdf']",True,0,15,0,0,8,0,0,0,0,0,0,0,0,0,0,0,23
10.7910/DVN/EWRXPU,The Effectiveness of a Racialized Counter-Strategy,2018-10-05,27990.4,27,"['anes_timeseries_2016_userguidecodebook.pdf', 'MTurk Gillespie Tweet Study Codebook.pdf', 'MTurk Trump Tweet Study Codebook.pdf', 'SSI Study Codebook.pdf']",True,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
10.7910/DVN/SZ9YXZ,Direct Democracy and Women's Political Engagement,2019-02-04,3424.47,12,['Codebook.pdf'],True,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
10.7910/DVN/8KNF3I,Strategic Spending: Does Politics Influence Election Administration Expenditure?,2019-02-12,608.9,4,['CODEBOOK.pdf'],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/ZSJA25,Priorities for Preventive Action: Explaining Americans' Divergent Reactions to 100 Public Risks,2018-09-19,12403.86,18,['Codebook.pdf'],True,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
10.7910/DVN/SBOMZD,Territorial Representation and the Opinion-Policy Linkage: Evidence from the European Union,2018-09-28,9959.65,12,['Codebook for analaysis_dataset.pdf'],True,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
10.7910/DVN/WPVSMH,Norms versus Action: Why Voters Fail to Sanction Malfeasance in Brazil,2018-11-28,108072.5,45,['codebook.pdf'],True,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
10.7910/DVN/7ZVSYO,More Effective Than We Thought: Accounting for Legislative Hitchhikers Reveals a More Inclusive and Productive Lawmaking Process,2019-04-12,53419.17,57,['codebook.pdf'],True,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13
10.7910/DVN/9SF3TI,Measuring and Explaining Political Sophistication Through Textual Complexity,2019-02-22,606101.46,33,['codebook.pdf'],True,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12
10.7910/DVN/ZXZMJB,"The Dynamics of State Policy Liberalism, 1936--2014",2015-07-31,1186207.56,26,"['codebook_policies.pdf', 'codebook_policies.xls', 'codebook_validationdata.pdf', 'codebook_validationdata.xls']",True,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/BLXMCY,Death & Turnout: The Human Costs of War and Voter Participation in Democracies,2015-09-24,4203.11,16,[],True,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10.7910/DVN/INXGMT,When Governments Regulate Governments,2015-08-18,2952297.43,34,"['CAA Dataset1 Codebook.pdf', 'CAA Dataset2 Codebook.pdf', 'SDWA Dataset Codebook.pdf']",True,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
10.7910/DVN/9TPNOT,Turnout Across Democracies,2015-06-09,393.09,4,['Turnout Codebook.txt'],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/4FCVUR,Polarization and the Decline of the American Floating Voter,2015-07-29,29675.97,133,"['modifiedcdfcodebook.pdf', 'paneldatacodebook.pdf']",True,0,36,0,0,10,0,0,0,0,0,0,0,0,0,0,0,46
10.7910/DVN/S9MIJU,"Race, Representation, and the Voting Rights Act",2016-11-01,3726.62,21,"['Codebook for correlations.pdf', 'Codebook for coverage level.pdf', 'Codebook for dwnom correlations.pdf', 'Codebook for electoral competitiveness.pdf', 'Codebook for FP voting records.pdf', 'Codebook for legislative voting records.pdf', 'Codebook for south district FE.pdf', 'Codebook for south.pdf']",True,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4
10.7910/DVN/DTFR60,Ideologically Sophisticated Donors: Which Candidates Do Individual Contributors Finance?,2016-07-25,27718.65,10,"['Codebook.docx', 'Codebook.pdf']",True,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/WPKTKJ,"The Strategic Shuffle: Ethnic Geography, the Internal Security Apparatus, and Elections in Kenya",2016-08-07,2460.03,13,[],True,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5
10.7910/DVN/AIRCBB,Bias and Overconfidence in Parametric Models of Interactive Processes,2015-10-16,7564.42,15,[],False,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5
10.7910/DVN/OJCQ5O,Are Voters Equal under Proportional Representation?,2015-08-28,858.23,14,['Codebooks.pdf'],True,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
10.7910/DVN/GKASQ5,Who Inherits the State? Colonial Rule and Postcolonial Conflict,2015-07-09,718.47,6,['WHC_codebook.pdf'],True,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/E9UQ0S,Experiential Learning and Presidential Management of the U.S. Federal Bureaucracy: Logic and Evidence from Agency Leadership Appointments,2015-09-02,12522.81,80,"['Appointments.AJPS.Manuscript & SI Documents.Stata Variable Codebook.05-30-2015.pdf', 'Appointments.AJPS.MMA.Variable Codebook for Mplus.06-01-2015.pdf']",True,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
10.7910/DVN/WTURMZ,Immigration Attitudes and Support for the Welfare State in the American Mass Public,2015-10-13,195847.45,7,"['Codebook for Garand, Xu, and Davis (2016) data sets.pdf']",True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/O3A06T,Conspiracy Endorsement as Motivated Reasoning: The Moderating Roles of Political Knowledge and Trust,2015-10-20,6009.47,7,"['ANES Codebook.pdf', 'MTurk Codebook.pdf']",True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/HPB1CA,The Politics of Judicial Procedures: The Role of Public Oral Hearings in the German Constitutional Court,2015-09-23,144.6,7,['Krehbiel_AJPS_Codebook.pdf'],True,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/03MTMJ, Loose Cannons or Loyal Foot Soldiers? Toward a More Complex Theory of Interest Group Advertising Strategies,2015-11-20,941.33,35,"['2010CreativeSponsorshipCodebook.pdf', 'Gallup-data-codebook.pdf', 'GroupCharacteristicsCodebook.pdf', 'grouppty-codebook.pdf', 'icr-issues-codebook.pdf', 'membership-icr-codebook.pdf', 'sen-08-cand-info-codebook.pdf', 'sen-10-cand-info-codebook.pdf', 'sen-12-cand-info-codebook.pdf', 'single-issue-icr-codebook.pdf', 'WeekforCrossCodebook.pdf']",True,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
10.7910/DVN/OX5CZF,Electoral Rule Disproportionality and Platform Polarization,2015-10-21,65.52,4,['MTX_2015_Data documentation and codebook.pdf'],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/TIXGF8,The Deservingness Heuristic and The Politics of Health Care,2016-02-15,91051.18,21,"['Codebook for Figure 1, Figure A1 and Tables A11-A14.pdf', 'Codebook Study 1.pdf', 'Codebook Study 2.pdf', 'Codebook Study 3.pdf', 'Codebook Study 4.pdf']",True,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
10.7910/DVN/BPON3K,Disloyal Brokers and Weak Parties,2017-07-26,6965.84,34,['codebook.pdf'],True,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,26
10.7910/DVN/SRPTCV,The Conditional Nature of Political Risk: How Home Institutions Influence the Location of Foreign Direct Investment,2017-12-11,144370.85,13,['BeazerBlakeAJPScodebook.pdf'],True,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6
10.7910/DVN/ACYZIC,Sectarian Framing in the Syrian Civil War,2017-12-12,860.04,7,"['framing-ajps-codebook.pdf', 'framing-ajps-codebook-raw.pdf']",True,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/JTV6W6,"Disgust, Anxiety, and Political Learning in the Face of Threat",2017-12-18,352.19,16,"['Pilot Study Codebook.pdf', 'Study 1 Codebook.pdf', 'Study 1 Pretest Codebook.pdf', 'Study 2 Codebook.pdf', 'Study 2 Pretest Codebook.pdf']",True,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10.7910/DVN/H13U6G,"Should I Stay or Should I Go? Leaders, Exile, and the Dilemmas of International Justice",2018-01-03,14362.69,14,['Codebook.pdf'],True,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
10.7910/DVN/B9SCDJ,"The Who, When, and Where of Executive Nominations: Integrating Agency Independence and Appointee Ideology",2018-01-12,6009.3,9,['Codebook.pdf'],True,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
10.7910/DVN/HI1X4O,"""Electoral Effects of Biased Media: Russian Television in Ukraine""",2018-01-19,691207.99,13,['codebook.pdf'],True,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/WYA1S2,Legislative Capacity and Credit Risk,2018-04-02,14566.62,4,['codebook.pdf'],True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/FZI6NO,Informed Preferences? The Impact of Unions on Workers' Policy Views,2016-08-29,949.6,12,['00_Codebook_UnionInformation.pdf'],True,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8
10.7910/DVN/LCDBRU,Differential Registration Bias in Voter File Data: A Sensitivity Analysis Approach,2016-11-30,200875.47,15,['codebook.pdf'],True,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/GPRVC6,The Anti-Democrat Diploma: How High School Education Decreases Support for the Democratic Party,2018-10-11,2269625.53,34,['Codebook for final datasets.pdf'],True,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
10.7910/DVN/XYUWYJ,Racial or Spatial Voting? The Effects of Candidate Ethnicity and Ethnic Group Endorsements  in Local Elections,2018-09-20,298416.66,134,"['anes_timeseries_2012_userguidecodebook.pdf', 'cands_1_codebook.pdf', 'cands_3_codebook.pdf', 'Codebook_CCAP2008.pdf', 'exit_1_codebook.pdf', 'exit_2_combine_codebook.pdf', 'exit_3_codebook.pdf', 'exit_4_combine_codebook.pdf', 'expert_1_codebook.pdf', 'sf_bos_2009_2011_divided_codebook.pdf']",True,0,35,0,0,5,0,0,0,0,0,0,0,0,0,0,0,40
10.7910/DVN/WGWMAV,Public-Sector Unions and the Size of Government,2018-07-23,86163.76,9,['Codebook.pdf'],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/QBHGRC,Compulsory Voting and Parties’ Vote Seeking Strategies,2018-06-21,598424.49,17,['Codebook.pdf'],True,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
10.7910/DVN/LNUYXZ,Is There More Violence in the Middle?,2018-04-12,802634.39,27,['Jones Lupu Codebook (03.07.18).pdf'],True,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
10.7910/DVN/YWZBUJ,"Hawks, Doves, and Peace: An Experimental Approach",2018-07-23,1156.19,10,['MattesWeeks_Codebook.pdf'],True,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10.7910/DVN/3DK6JA,"Power-Sharing: Institutions, Behavior, and Peace",2018-10-15,26295.06,18,['Codebook-PowerSharing-BormannEtAl.pdf'],True,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8
10.7910/DVN/9IKGYY,Narcissism and Political Orientations,2018-06-04,645.95,6,['narcissism_codebook.pdf'],True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/KGIBK5,"Valence, Elections, and Legislative Institutions",2019-03-13,97.17,8,['Codebook.pdf'],True,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
10.7910/DVN/OJA7YS,The Moderating Effect of Debates on Political Attitudes,2019-07-03,29486.53,20,"['BKO_codebook_AllPValues.pdf', 'BKO_codebook_constituency_level_analysis.pdf', 'BKO_codebook_debate_individual_level_data.pdf', 'BKO_codebook_debate_main_data.pdf', 'BKO_codebook_G2_analysis.pdf']",True,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9
10.7910/DVN/RYNSDG,An Equivalence Approach to Balance and Placebo Tests,2018-07-20,23825.29,8,['codebook.pdf'],True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/OOIEAO,Lost in Aggregation: Improving Event Analysis with Report-Level Data,2018-09-17,9809.37,13,['Codebook_LostInAggregation.pdf'],True,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
10.7910/DVN/7190MT,All Male Panels? Representation and Democratic Legitimacy,2018-08-22,764.97,10,"['Codebook for Clayton, OBrien, Piscopo .pdf']",True,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/KPJUFL,"Urbanization Patterns, Information Diffusion and Female Voting in Rural Paraguay",2018-09-28,2095.58,5,['Codebook.pdf'],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/GSQG1K,No Harm in Checking: Using Factual Manipulation Checks to Assess Attentiveness in Experiments,2018-08-23,2220.37,12,['NoHarm_Codebook.pdf'],True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/JNEQYJ,Cue-Taking in Congress: Interest Group Signals from Dear Colleague Letters,2018-09-20,40425.26,8,['codebook.pdf'],True,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/CQXHTH,Building Cooperation Among Groups in Conflict: An Experiment on Intersectarian Cooperation in Lebanon,2018-09-10,5359.37,33,['Codebook.pdf'],True,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/ZRZGTT,"Violence, Non-violence, and the Effects of International Human Rights Law",2019-01-16,577.47,7,['Lupu Wallace Codebook.pdf'],True,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/CPVIOF,Non-Governmental Monitoring of Local Governments Increases Compliance with Central Mandates: A National-Scale Field Experiment in China,2019-03-07,405807.76,11,['ABLZ_AJPS2018_Codebook.pdf'],True,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/JQEUBQ,The Disclosure Dilemma: Nuclear Intelligence and International Organizations,2019-03-12,43973.77,66,[],True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/ZUH3UG,Do Inheritance Customs Affect Political and Social Inequality,2019-05-06,38421.85,30,[],True,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11
10.7910/DVN/IIYGGX,(How) Can We Estimate the Ideology of Citizens and Political Elites on the Same Scale?,2016-02-05,48455.08,62,"['Senate Representation Survey Codebook.pdf', 'Senate Representation Survey Codebook.txt']",True,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,18
10.7910/DVN/KUWA5X,"A House Divided? Roll Calls, Polarization, and Policy Differences in the U.S. House, 1877–2011",2016-09-07,43720.31,53,['Codebook.pdf'],True,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13
10.7910/DVN/HIQ4BV,Leader Influence and Reputation Formation in World Politics,2017-08-24,5924.81,41,['MTURKdata-AllWaves_codebook.pdf'],True,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/FPYKTP,"Prediction, Proxies, and Power",2019-05-06,1302697.88,81,['codebook.pdf'],True,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,46
10.7910/DVN/HWLW0J,Does Public Support Help Democracy Survive?,2019-06-21,2013.58,17,"['codebook satisdem raw survey marginals.pdf', 'codebook supdem raw survey marginals.pdf', 'codebook support_democracy_ajps.pdf', 'codebook vdem15.pdf']",True,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
10.7910/DVN/DJ2DPZ,Identifying the Source of Incumbency Advantage through a Constitutional Reform,2016-11-16,3104.88,33,[],True,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
10.7910/DVN/HUZGPJ,How Government Reactions to Violence Worsen Social Welfare: Evidence from Peru,2019-01-04,670.72,13,['CODEBOOK.pdf'],True,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/MPQQC0,Have Your Cake and Eat it Too? Cointegration and Dynamic Inference from Autoregressive Distributed Lag Models,2017-05-15,37602.92,91,['have_your_cake_codebook.pdf'],True,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22
10.7910/DVN/NMJ4W9, Multiple Dimensions of Bureaucratic Discrimination: Evidence from German Welfare Offices,2017-04-06,827.47,17,['codebook.pdf'],True,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11
10.7910/DVN/AGIMGY,"Of Two Minds, But One Heart: A Good “Gut” Feeling Moderates the Effect of Ambivalence on Attitude Formation and Turnout",2019-02-04,105807.17,10,"['Codebook_Experiment, Pretests, and ANES (Link).pdf']",True,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10.7910/DVN/O6VHZZ,Ideology Justifies Morality: Political Beliefs Predict Moral Foundations,2019-06-14,1265.88,44,['codebook.pdf'],True,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,37
10.7910/DVN/XJQALC,Poverty and Divine Rewards: The Electoral Advantage of Islamist Political Parties,2019-06-12,1300.72,7,['Codebook.pdf'],True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/FTFJTV,How Getting the Facts Right Can Fuel Partisan Motivated Reasoning,2019-03-13,2019.94,18,"['codebook_study1.pdf', 'codebook_study2.pdf', 'codebook_study3.pdf', 'codebook_study4.pdf']",True,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/YU84D7,"Coalition Government, Legislative Institutions, and Public Policy in Parliamentary Democracies",2019-06-20,1260.31,6,['codebook.pdf'],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/QZNGVJ,"Tuning In, Not Turning:  Evaluating the Impact of Ethnic Television on Political Participation",2019-05-01,4365.01,35,['codebook.pdf'],True,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,17
10.7910/DVN/UYXRI8,For Safety or Profit? How Science Serves the Strategic Interests of Private Actors,2019-06-17,27781.61,10,"['Codebook For CFR Dataset.pdf', 'Codebook for Petition Dataset.pdf']",True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/2VF2J0,Skill Specificity and Attitudes Towards Immigration,2018-10-09,89798.92,7,['Codebook.pdf'],True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/STXADQ,Congress and Administrative Policymaking: Identifying Congressional Veto Power,2019-05-01,1324710.46,73,['codebook.pdf'],True,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/WB0RNW,The Side Effects of Central Bank Independence,2019-04-30,4444.11,5,['AklinKernCodebook.pdf'],True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/PB8X8P,Responsiveness Without Representation: Evidence from Minimum Wage Laws in U.S. States,2018-10-22,4785.74,10,['Survey_codebook.txt'],True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/IAPQ3X,Is Temperature Exogenous? The Impact of Civil Conflict on the Instrumental Climate Record in Sub-Saharan Africa,2019-03-01,3018033.76,33,['Is Temperature Exogenous Codebook.pdf'],True,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
10.7910/DVN/PGGBB4,When Diversity Works: The Effects of Coalition Composition on the Success of Lobbying Coalitions,2019-04-26,651.18,4,[],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/YUM3K8,When Should We Use Unit Fixed Effects Regression Models for Causal Inference with Longitudinal Data?,2019-01-18,16730.6,13,['Codebook.pdf'],True,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7
10.7910/DVN/VJLVYU,"Descriptive and Substantive Representation in Congress: Evidence from 80,000 Congressional Inquiries",2019-04-15,9649.59,15,['codebooks.pdf'],True,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/BZ9Z2D,Ballot Reform as Suffrage Restriction: Evidence from Brazil's Second Republic,2019-05-06,554.22,29,['CODEBOOK.pdf'],True,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23
10.7910/DVN/26584,"False Consciousness or Class Awareness? Local Income Inequality, Personal Economic Position, and Belief in American Meritocracy",2014-06-25,2726.87,11,[],False,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/26461,Dissolution Threats and Legislative Bargaining,2014-06-11,83.47,3,['codebook.pdf'],False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/3DMNPE,Unlikely Democrats: Economic Elite Uncertainty Under Dictatorship and Support for Democratization,2016-07-29,423.96,4,[],True,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10.7910/DVN/XU8ZWB,The Two Income-Participation Gaps,2018-05-03,15956.79,26,"['CNLSY79_codebook.pdf', 'CPI_codebook.pdf', 'GSS_codebook.pdf', 'NLSY79_codebook.pdf', 'NLSY97_codebook.pdf', 'poverty_needs_codebook.pdf', 'PSID_codebook.pdf', 'YPSS_child_codebook.pdf', 'YPSS_parent_codebook.pdf']",True,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
10.7910/DVN/7D48YB,Preaching To The Choir: Americans Prefer Communicating To Copartisan Elected Officials,2015-09-18,28633.32,40,"['MTurk codebook.pdf', 'SSI codebook.pdf', 'Study 2 Codebook.pdf', 'Study 3 codebook.pdf']",True,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10
10.7910/DVN/8R3LTP,"Election Timing, Electorate Composition, and Policy Outcomes: Evidence from School Districts",2018-02-08,8897.9,49,['Main Codebook.pdf'],True,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,8
10.7910/DVN/6YNZTE,Women's Authority in Patriarchal Social Movements: The Case of Female Salafi Preachers,2019-07-09,5552595.9,99,['codebook.pdf'],True,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
10.7910/DVN/8ZJBLI,Tree-Based Models for Political Science Data ,2018-03-05,62023.59,21,['Codebook.pdf'],True,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8
10.7910/DVN/T8OYHT,Does Direct Democracy Hurt Immigrant Minorities? Evidence from Naturalization Decisions in Switzerland,2019-04-15,44406.22,10,['codebook.pdf'],True,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
10.7910/DVN/T21M2M,Committed or Conditional Democrats? Opposition Dynamics in Electoral Autocracies,2019-05-16,1288.94,10,"['CodebookForAppendixTableA12.pdf', 'CodebookForFigure1AndAppendixTable11.pdf', 'CodebookForMalaysiaSurvey.pdf']",True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/RXXQSQ,Peacekeepers against Criminal Violence -- Unintended Effects of Peacekeeping Operations?,2019-06-19,429.73,5,['Codebook.pdf'],True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.7910/DVN/BRRZSK,Putting Politics First:  The Impact of Politics on American Religious and Secular Orientations,2018-03-14,4469.6,37,"['Experiment codebook.pdf', 'SAS Panel Data Codebook.pdf']",True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/29098,Does Regression Produce Representative Estimates of Causal Effects?,2015-02-11,2668.16,8,[],False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
10.7910/DVN/BFLPBK,Political Brokers: Partisans or Agents? Evidence from the Mexican Teacher's Union,2017-06-06,522920.53,50,[],True,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
10.7910/DVN/DZ1NFG,Do Voters Polarize When Radical Parties Enter Parliament?,2019-04-09,1082.56,17,['Codebook.pdf'],True,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
10.7910/DVN/GZA3GY,Paths of Recruitment: Rational Social Prospecting in Petition Canvassing,2017-02-14,240545.32,2,[],True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7910/DVN/NRAQRH,The Trade Origins of Economic Nationalism: Import Competition and Voting Behavior in Western Europe,2018-01-22,219162.67,46,"['Analysis_Dataset_District_Level_Codebook.pdf', 'Analysis_Dataset_Individual_Level_Codebook.pdf']",True,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,2,9
10.7910/DVN/J2FA5R,Elite Influence? Religion and the Electoral Success of the Nazis,2017-06-29,7154.71,21,['codebook.pdf'],True,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8
10.7910/DVN/ICISE4,"Ethnic parties, ethnic tensions? Results of an original election panel study",2018-07-03,12603.37,11,['Romanian Election Panel Study_Codebook.pdf'],True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10.7910/DVN/QC0RSU,Influencing the Bureaucracy: The Irony of Congressional Oversight,2018-12-04,169.01,8,[],False,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
10.7910/DVN/WKJJ3Z,The Persistent Effect of U.S. Civil Rights Protests on Political Attitudes,2018-07-10,173070.66,64,"['codebook-1960-census-1-dta.pdf', 'codebook-1960-county-econ-dta.pdf', 'codebook-abs-jop-cces-white-countydata.pdf', 'codebook-cces-final-rds.pdf', 'codebook-census-agriculture-1959-dta.pdf', 'codebook-civil-rights-protest-final.pdf', 'codebook-county-econ-1954-dta.pdf', 'codebook-gaz-counties-national-csv.pdf', 'codebook-gentzkow-tv-dta.pdf', 'codebook-leippres19322012-csv.pdf', 'codebook-migration-1960-1970-csv.pdf', 'codebook-protest-geocoded-csv.pdf', 'codebook-third-klan-final-county.pdf']",True,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,14
10.7910/DVN/WTUGFZ,Intuitive Ethics and Political Orientations: Testing Moral Foundations as a Theory of Political Ideology,2016-03-04,1760.25,20,[],True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10.7910/DVN/XBNJD9,Audience Costs and the Dynamics of War and Peace,2017-12-22,1949870.62,72,[],True,4,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,32
